Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef50_Q5G551	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Jiangsu/A29/2004(H3N2)	88	0.5
UniRef50_Q5G948	Cluster: Polymerase (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/chicken/Viet Nam/VL-008/2004(H5N1); Influenza A virus (A/swine/Oklahoma/SG1193/2004(H1N1); Influenza A virus (A/swine/Oklahoma/00743/2005(H1N1); Influenza A virus	190	0.5
UniRef50_Q5K4E8	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Primorie/2633/2001(H5N3)	96	0.5
UniRef50_Q5QCY2	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	42	Influenza A virus (A/chicken/Vietnam/DT171/2004(H5N1); Influenza A virus (A/swine/Toyama/1/1978(H1N1); Influenza A virus; Influenza A virus (A/duck/Vietnam/OIE-3241/2012(H3N8); Influenza A virus (A/New York/3750/2009(H1N1); Influenza A virus (A/duck/Vietnam/S640/2005(H5N1); Influenza A virus (A/Ck/HK/3169.1/2002(H5N1); Influenza A virus (A/Chicken/Hong Kong/876.1/01 (H5N1); Influenza A virus (A/Quail/Hong Kong/SF203/01 (H5N1); Influenza A virus (A/Pigeon/Hong Kong/SF215/01 (H5N1)	259	0.5
UniRef50_Q5S6X5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	7	Influenza A virus (A/chicken/Korea/SNU0091/00(H9N2); Influenza A virus (A/chicken/Korea/SNU0057/00(H9N2); Influenza A virus (A/chicken/Korea/SNU0146/00(H9N2); Influenza A virus (A/chicken/Korea/SNU0037/00(H9N2); Influenza A virus (A/chicken/Korea/SNU0140/00(H9N2); Influenza A virus (A/chicken/Korea/SNU0073/00(H9N2); Influenza A virus	87	0.5
UniRef50_Q5UNL5	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/HongKong/SSP418/03(H9N2); Influenza A virus (A/chicken/HongKong/YU427/03(H9N2)	252	0.5
UniRef50_Q67019	Cluster: Protein PA-X	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/WSN/1933(H1N1)	95	0.5
UniRef50_Q67020	Cluster: Protein PA-X	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/WSN/1933(H1N1)	93	0.5
UniRef50_Q67021	Cluster: Protein PA-X	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus (A/WSN/1933(H1N1); Influenza A virus (A/Singapore/30/2006(H1N1); Influenza A virus (A/Singapore/36/2006(H1N1); Influenza A virus; Influenza A virus (A/Hong Kong/488/97(H5N1); Influenza A virus (A/Hong Kong/491/97(H5N1); Influenza A virus (A/Darwin/4/2005(H3N2); Influenza A virus (A/Singapore/103/2005(H1N1); Influenza A virus (A/Brisbane/245/2006(H3N2); Influenza A virus (A/Wellington/61/2006(H3N2)	105	0.5
UniRef50_Q67051	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus (A/Sichuan/2/1987(H3N2); Influenza A virus (A/Suita/1/1990(H3N2); Influenza A virus (A/Ibaraki/1/1990(H3N2); Influenza A virus; Influenza A virus (A/pigeon/Egypt/Sharkia-22/2014(H5N1); Influenza A virus (A/tiger/Thailand/TLV1/2004(H5N1); Influenza A virus (A/chicken/Thailand/CKF1/2004(H5N1); Influenza A virus (A/pigeon/Egypt/Sharkia-9/2014(H5N1); Influenza A virus (A/pigeon/Egypt/Sharkia-2/2013(H5N1); Influenza A virus (A/crow/Thailand/CU-KAF3/2004(H5N1)	109	0.5
UniRef50_Q67112	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Udorn/1972 H3N2)	14	0.5
UniRef50_Q67196	Cluster: Matrix protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/swine/Italy/809/1989(H3N2); Influenza A virus (A/swine/Italy/151/1981(H1N1); Influenza A virus (A/swine/Italy/547/1985(H1N1); Influenza A virus (A/swine/Italy/594/1986(H1N1); Influenza A virus (A/swine/Italy/526/1985(H3N2)	48	0.5
UniRef50_Q67242	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus (A/swine/Italy/635/1987(H3N2); Influenza A virus (A/swine/Italy/835/1989(H1N1); Influenza A virus (A/Wisconsin/4754/1994(H1N1); Influenza A virus (A/swine/Italy/425/1976(H1N1); Influenza A virus (A/swine/Italy/151/1981(H1N1); Influenza A virus (A/swine/Italy/768/1988(H1N1); Influenza A virus (A/swine/Italy/309/1983(H3N2); Influenza A virus (A/swine/Italy/1850/1977(H3N2); Influenza A virus (A/chicken/Korea/SNU1035C/00(H9N2); Influenza A virus (A/chicken/Korea/SNU0140/00(H9N2)	71	0.5
UniRef50_Q67274	Cluster: Nuclear export protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/swine/Italy/309/1983(H3N2); Influenza A virus (A/swine/Italy/1850/1977(H3N2); Influenza A virus (A/swine/Italy/151/1981(H1N1); Influenza A virus (A/swine/Italy/594/1986(H1N1); Influenza A virus (A/swine/Italy/425/1976(H1N1); Influenza A virus (A/swine/Italy/547/1985(H1N1); Influenza A virus (A/swine/Italy/526/1985(H3N2); Influenza A virus (A/swine/Italy/635/1987(H3N2); Influenza A virus (A/swine/Italy/809/1989(H3N2)	68	0.5
UniRef50_Q67293	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/swine/Italy/526/1985(H3N2); Influenza A virus (A/swine/Italy/835/1989(H1N1); Influenza A virus (A/swine/Italy/1850/1977(H3N2); Influenza A virus (A/swine/Italy/635/1987(H3N2); Influenza A virus (A/swine/Italy/309/1983(H3N2); Influenza A virus (A/swine/Italy/151/1981(H1N1); Influenza A virus (A/swine/Italy/425/1976(H1N1); Influenza A virus (A/swine/Italy/594/1986(H1N1); Influenza A virus (A/swine/Italy/547/1985(H1N1)	56	0.5
UniRef50_Q67303	Cluster: Polymerase 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	13	Influenza A virus (A/swine/Italy/835/1989(H1N1); Influenza A virus (A/swine/Italy/547/1985(H1N1); Influenza A virus (A/swine/Italy/526/1985(H3N2); Influenza A virus (A/swine/Italy/768/1988(H1N1); Influenza A virus (A/swine/Italy/594/1986(H1N1); Influenza A virus (A/swine/Italy/809/1989(H3N2); Influenza A virus (A/swine/Italy/635/1987(H3N2); Influenza A virus (A/swine/Italy/425/1976(H1N1); Influenza A virus (A/swine/Italy/151/1981(H1N1); Influenza A virus (A/swine/Italy/309/1983(H3N2)	62	0.5
UniRef50_Q67317	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	8	Influenza A virus (A/swine/Italy/1850/1977(H3N2); Influenza A virus (A/swine/Italy/526/1985(H3N2); Influenza A virus (A/swine/Italy/768/1988(H1N1); Influenza A virus (A/swine/Italy/425/1976(H1N1); Influenza A virus (A/swine/Italy/809/1989(H3N2); Influenza A virus (A/reassortant/IVR147(Brisbane/10/2007 x PuertoRico/8/1934); Influenza A virus (A/swine/Italy/151/1981(H1N1); Influenza A virus (A/swine/Italy/594/1986(H1N1)	42	0.5
UniRef50_Q67394	Cluster: M protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza C virus (strain C/Nara/1982); Influenza C virus (strain C/Nara/2/1985); Influenza C virus (C/Nara/1/85)	123	0.5
UniRef50_Q67407	Cluster: p3 protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza C virus (strain C/Nara/1982); Influenza C virus (strain C/Nara/2/1985); Influenza C virus (C/Nara/1/85)	86	0.5
UniRef50_Q68C39	Cluster: Matrix protein (M1)	UniProtKB Unreviewed (TrEMBL)	39	Influenza C virus (C/Yamagata/6/2000); Influenza C virus (C/Miyagi/7/93); Influenza C virus (C/Yamagata/14/2004); Influenza C virus (C/Yamagata/3/2000); Influenza C virus (strain C/Saitama/2/2000); Influenza C virus (strain C/Kansas/1/1979); Influenza C virus (strain C/Miyagi/3/1993); Influenza C virus (strain C/Miyagi/4/1993); Influenza C virus (C/Paris/1/67); Influenza C virus	242	0.5
UniRef50_Q68C53	Cluster: Nucleocapsid protein (NP) (Fragment)	UniProtKB Unreviewed (TrEMBL)	10	Influenza C virus (strain C/Hiroshima/248/2000); Influenza C virus (strain C/Hiroshima/290/1999); Influenza C virus (strain C/Miyagi/4/1993); Influenza C virus (C/Biliran/2/2013); Influenza C virus (C/Biliran/3/2013); Influenza C virus (C/Leyte/1/2013); Influenza C virus (strain C/Kanagawa/1/1976); Influenza C virus (strain C/Nara/1982); Influenza C virus (strain C/Nara/2/1985); Influenza C virus (C/Nara/1/85)	199	0.5
UniRef50_Q68C80	Cluster: Polymerase protein 3 (P3) (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza C virus (strain C/Hiroshima/246/2000); Influenza C virus (strain C/Hiroshima/251/2000); Influenza C virus (C/Yamagata/6/98); Influenza C virus (C/Miyagi/4/98); Influenza C virus (strain C/Saitama/1/2000); Influenza C virus (C/Yamagata/2/98); Influenza C virus (C/Sendai/TU5/2008); Influenza C virus (C/Miyagi/3/94); Influenza C virus (C/Miyagi/1/94); Influenza C virus (strain C/Hiroshima/248/2000)	124	0.5
UniRef50_Q6DX92	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	6	Influenza A virus (A/mallard/Alberta/205/1998(H2N3); Influenza A virus (A/chicken/Korea/S27/04(H9N2); Influenza A virus; Influenza A virus (A/goose/Guangdong/1/1996(H5N1)	261	0.5
UniRef50_Q6F4S0	Cluster: PB2 protein (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	8	Influenza B virus (B/Yamagata/K520/2001); Influenza B virus (B/Yamagata/K501/2001); Influenza B virus (B/Yamagata/K270/2001); Influenza B virus (B/Yamagata/K320/2001); Influenza B virus; Influenza B virus (B/Lee/1940)	155	0.5
UniRef50_Q6F4U1	Cluster: PA protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Yamagata/K508/2001); Influenza B virus (B/Yamagata/K500/2001); Influenza B virus (B/Yamagata/K461/2001)	153	0.5
UniRef50_Q6F500	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Yamagata/K386/2001)	157	0.5
UniRef50_Q6I7B9	Cluster: Polyprotein p42	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	337	Influenza C virus (strain C/Ann Arbor/1/1950); Influenza C virus (strain C/California/1978); Influenza C virus (strain C/Hyogo/1/1983); Influenza C virus (strain C/JJ/1950); Influenza C virus (strain C/Taylor/1233/1947); Influenza C virus (C/Minnesota/01/2014); Influenza C virus (C/Minnesota/25/2015); Influenza C virus (C/Minnesota/01/2016); Influenza C virus (C/Minnesota/15/2015); Influenza C virus (C/Minnesota/02/2015)	374	0.5
UniRef50_Q6I7C0	Cluster: Nucleoprotein	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	173	Influenza C virus (strain C/Ann Arbor/1/1950); Influenza C virus (strain C/California/1978); Influenza C virus (strain C/Johannesburg/1/1966); Influenza C virus (C/England/83); Influenza C virus (C/Miyagi/7/96); Influenza C virus (C/Kyoto/1/79); Influenza C virus (strain C/Miyagi/2/1993); Influenza C virus (strain C/New Jersey/1976); Influenza C virus (strain C/Pig/Beijing/115/1981); Influenza C virus (C/Sendai/TU1/2012)	565	0.5
UniRef50_Q6PLK9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/common teal/Chany/N5/02(H4/N?); Influenza A virus (A/garganey/Chany/N4/02(H4/N?)	153	0.5
UniRef50_Q6PNG1	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	10	Influenza A virus (A/leopard/Thailand/CU-MD/2004(H5N1); Influenza A virus (A/herring gull/Sarma/51/2006(H6N1); Influenza A virus; Influenza A virus (A/swine/Nederweert/13A/96(H1N1); Influenza A virus (A/swine/Dongen/6B/1996(H1N1); Influenza A virus (A/Swine/Best/5C/96(H1N1); Influenza A virus (A/swine/St. Anthonis/16B/1996(H1N1); Influenza A virus (A/swine/Someren/14A/96(H1N1); Influenza A virus (A/swine/Boxtel/144-15/97(H1N1)	130	0.5
UniRef50_Q6PNG4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Thailand/CU-KTNF/2004(H5N1); Influenza A virus (A/chicken/Thailand/KHHF/4NP25/2004(H5N1)	26	0.5
UniRef50_Q6QLL8	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/eka/Thailand/EkA1NRC/2004(H5N1)	27	0.5
UniRef50_Q6VMJ8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Netherlands/284/03(H7N7); Influenza A virus (A/mallard/Sweden/S90735/2003(H7N7); Influenza A virus (A/duck/Mongolia/555/02(H7N7); Influenza A virus (A/turkey/Italy/Matrico/L5/04/95(H7N1)	114	0.5
UniRef50_Q6XV52	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	2003	Influenza A virus (strain A/Tern/South Africa/1961 H5N3); Influenza A virus (strain A/Turkey/Oregon/1971 H7N3); Influenza A virus (A/R(duck/Hokkaido/9/99-tern/South Africa/1961); Influenza A virus (A/tern/South Africa/1959(H5N3); Influenza A virus (A/mallard/Kansas/AH0044134/2016(H7N3); Influenza A virus (A/chicken/Mansehra/NARC-214/2004(H7N3); Influenza A virus (A/greater white-fronted goose/Netherlands/2/2009(H5N3); Influenza A virus; Influenza A virus (A/mallard/Sweden/5/2005(H2N3); Influenza A virus (A/ring-billed gull/Quebec/G066/2010(H1N3)	469	0.5
UniRef50_Q70UZ6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	32	Influenza A virus (A/chicken/Iran/772/2000(H9N2); Influenza A virus (A/chicken/Jordan/1540/2003(H9N2); Influenza A virus (A/chicken/Saudi Arabia/224/98(H9N2); Influenza A virus (A/duck/India/31g/86(H9N2); Influenza A virus (A/chicken/Iran/16/98(H9N2); Influenza A virus (A/chicken/Iran/528/2001(H9N2); Influenza A virus (A/chicken/Saudi Arabia/532/99(H9N2); Influenza A virus (A/chicken/Iran/261/01(H9N2); Influenza A virus (A/chicken/Iran/430/98(H9N2); Influenza A virus (A/chicken/Iran675/00(H9N2)	159	0.5
UniRef50_Q7LZU5	Cluster: Hemagglutinin 2 chain (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	2	Influenza B virus; Influenza B virus (B/Texas/3394/2013)	163	0.5
UniRef50_Q7LZX4	Cluster: Non-structural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus	32	0.5
UniRef50_Q7LZX6	Cluster: Hemagglutinin HA2	UniProtKB Unreviewed (TrEMBL); UniParc	6	Influenza B virus; Influenza B virus (B/Yamanashi/166/1998); Influenza B virus (B/Brisbane/60/2008); Influenza B virus (B/Townsville/202/2008); Influenza B virus (B/Lee/1940)	223	0.5
UniRef50_Q7LZZ6	Cluster: Exo-alpha-sialidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/reassortant variant Stubby X-7(F1); Influenza A virus (strain A/Memphis/102/1972 H3N2)	107	0.5
UniRef50_Q7M023	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	33	0.5
UniRef50_Q7TDD4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	29	Influenza A virus (A/London/1/1918(H1N1); Influenza A virus (A/London/1/1919(H1N1); Influenza A virus; Influenza A virus (A/swine/Dongen/6J/1996(H1N1); Influenza A virus (A/swine/Leende/15R/96(H1N1); Influenza A virus (A/swine/Leende/15C/96(H1N1); Influenza A virus (A/swine/Nederweert/13G/96(H1N1); Influenza A virus (A/swine/Leende/15Q/96(H1N1); Influenza A virus (A/swine/Nederweert/13A/96(H1N1); Influenza A virus (A/swine/Nederweert/13O/96(H1N1)	187	0.5
UniRef50_Q7TH31	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	75	Influenza A virus (A/Duck/Shantou/2030/00(H9N1); Influenza A virus (A/mallard/Republic of Georgia/11/2011(H1N1); Influenza A virus (A/mallard/Finland/14740/2008(H1N1); Influenza A virus (A/mallard/Netherlands/44/2006(H1N1); Influenza A virus (A/mallard duck/Korea/VI141405/2014(H1N1); Influenza A virus (A/mallard duck/Korea/VI141412/2014(H1N1); Influenza A virus (A/mallard duck/Korea/VI144212/2014(H1N1); Influenza A virus (A/mute swan/France/06303/2006(H5N1); Influenza A virus (A/common pochard/France/06167-2.1/2006(H5N1); Influenza A virus (A/common pochard/France/06167/2006(H5N1)	366	0.5
UniRef50_Q809Q3	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	280	Influenza A virus (strain A/Chicken/Hong Kong/YU562/2001 H5N1 genotype B); Influenza A virus (strain A/Duck/Germany/1949 H10N7); Influenza A virus (strain A/Puerto Rico/8/1934 H1N1); Influenza A virus (strain A/Wilson-Smith/1933 H1N1); Influenza A virus (strain A/Goose/Guangdong/1/1996 H5N1 genotype Gs/Gd); Influenza A virus (strain A/Brevig Mission/1/1918 H1N1); Influenza A virus (A/Chicken/Hong Kong/YU563/01 (H5N1); Influenza A virus (A/Cambodia/NHRCC00005/2009(H3N2); Influenza A virus; Influenza A virus (A/duck/Hokkaido/143/2004(H4N2)	406	0.5
UniRef50_Q80KB4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	26	Influenza A virus (A/chicken/Tehran/TH1/01(H9N2); Influenza A virus (A/chicken/Tehran/TH2/01(H9N2); Influenza A virus (A/chicken/Tehran/TH4/99(H9N2); Influenza A virus (A/chicken/Tehran/TS8/00(H9N2); Influenza A virus (A/chicken/Tehran/TH3/00(H9N2); Influenza A virus (A/chicken/Tehran/TS9/00(H9N2); Influenza A virus (A/chicken/Tehran/TS4/98(H9N2); Influenza A virus (A/chicken/California/B1/2005(H6N2); Influenza A virus (A/duck/California/B44/2005(H6N2); Influenza A virus (A/chicken/California/C65/2005(H6N2)	117	0.5
UniRef50_Q82521	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/turkey/Colorado/72(H5N2); Influenza A virus (A/duck/Michigan/1980(H5N2); Influenza A virus (A/duck/Pennsylvania/1984(H5N2)	78	0.5
UniRef50_Q82548	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Wisconsin/4755/1994(H1N1)	67	0.5
UniRef50_Q83965	Cluster: Nonstructural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Berkeley/1/1968 H2N2)	19	0.5
UniRef50_Q83971	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Duck/Alberta/60/1976 H12N5)	50	0.5
UniRef50_Q83972	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Mallard/Alberta/283/1977 H8N4)	33	0.5
UniRef50_Q83973	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/New York/12/1978(H11N6)	41	0.5
UniRef50_Q83975	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (strain A/Mallard/New York/6750/1978 H2N2); Influenza A virus (strain A/Turkey/Wisconsin/1/1966 H9N2); Influenza A virus	73	0.5
UniRef50_Q83979	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/duck/Alberta/77/1977(H2N3); Influenza A virus (strain A/Blue-winged teal/604/1978 H2N3)	84	0.5
UniRef50_Q83980	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/mallard/Alberta/827/1978(H8N4)	79	0.5
UniRef50_Q83981	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Manitoba/1953(H10N7)	87	0.5
UniRef50_Q83984	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/equine/2/1963(H1N8)	59	0.5
UniRef50_Q84033	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Port Chalmers/1/1973 H3N2)	53	0.5
UniRef50_Q84035	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/RI/5+/1957(H1N2)	40	0.5
UniRef50_Q84039	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Netherlands/1968(H3N2)	52	0.5
UniRef50_Q84044	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Tokyo/1967(H2N2); Influenza A virus (strain A/RI/5-/1957 H2N2); Influenza A virus (A/Netherlands/1968(H3N2)	71	0.5
UniRef50_Q84098	Cluster: Matrix protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Fowl plague virus/Rostock/8/1934 H7N1)	17	0.5
UniRef50_Q84100	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (strain A/Gull/Maryland/704/1977 H13N6); Influenza A virus (A/Auckland/4382/1982(mixed)	63	0.5
UniRef50_Q84108	Cluster: PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Northern Territory/60/1968 H3N2)	31	0.5
UniRef50_Q84119	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Port Chalmers/1/1973 H3N2)	53	0.5
UniRef50_Q84121	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/shearwater/Australia/1975(H5N3)	54	0.5
UniRef50_Q84129	Cluster: Nonstructural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Wisconsin/OM/2/1976(H1N1)	18	0.5
UniRef50_Q84139	Cluster: Non-structural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/WSN/1933(H1N1)	54	0.5
UniRef50_Q86776	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Chicken/Weybridge H7N7)	25	0.5
UniRef50_Q86818	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (strain A/Seal/Massachusetts/1/1980 H7N7)	30	0.5
UniRef50_Q8AZX0	Cluster: CM2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	41	Influenza C virus (strain C/Miyagi/5/1991); Influenza C virus (C/Yamagata/33/2014); Influenza C virus (strain C/Miyagi/7/1991); Influenza C virus (C/Yamagata/3/2000); Influenza C virus (strain C/Saitama/2/2000); Influenza C virus (C/Miyagi/1/99); Influenza C virus (C/Miyagi/4/2000); Influenza C virus (C/Yamagata/13/98); Influenza C virus (C/Miyagi/3/99); Influenza C virus (strain C/Miyagi/1/1990)	139	0.5
UniRef50_Q8B060	Cluster: Polymerase protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza C virus (strain C/Miyagi/1/1993); Influenza C virus (C/Nara/1/85)	156	0.5
UniRef50_Q8B1B2	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus (A/Duck/Nanchang/11-290/2000(H9N2); Influenza A virus (A/Pigeon/Nanchang/7-058/2000(H9N2); Influenza A virus (A/Duck/Nanchang/10-389/2000(H9N2); Influenza A virus (A/chicken/Nanchang/3-120/2001(H3N2); Influenza A virus (A/Duck/Nanchang/7-092/2000(H9N2); Influenza A virus (A/chicken/Vietnam/HU1-976/2014(H9N2); Influenza A virus (A/Sendai/TU211/2008(H3N2); Influenza A virus (A/Sendai/TU204/2008(H3N2); Influenza A virus; Influenza A virus (A/Sendai/TU49/2008(H3N2)	174	0.5
UniRef50_Q8B1E0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Duck/Nanchang/2-182/2001(H3N6); Influenza A virus (A/Quail/Nanchang/2-040/2001(H3N6); Influenza A virus (A/Quail/Nanchang/3-140/2001(H3N6)	52	0.5
UniRef50_Q8B1U4	Cluster: Nonstructural protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/pigeon/Nanchang/9-058/2000(H3N3)	31	0.5
UniRef50_Q8B2J1	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/chicken/Nanchang/4-301/2001(H9N2); Influenza A virus (A/Chicken/Nanchang/4-361/2001(H9N2); Influenza A virus (A/Duck/Nanchang/10-389/2000(H9N2); Influenza A virus (A/Pigeon/Nanchang/7-058/2000(H9N2); Influenza A virus (A/Duck/Nanchang/7-092/2000(H9N2)	199	0.5
UniRef50_Q8B2N4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	17	Influenza A virus (A/chicken/Nanchang/7-010/2000(H3N6); Influenza A virus (A/Duck/Nanchang/10-383/2000(H3N6); Influenza A virus (A/Duck/Nanchang/10-096/2000(H3N6); Influenza A virus (A/quail/Nanchang/7-026/2000(H3N6); Influenza A virus (A/equine/Sao_Paulo/10.FMVZ/2015(H3N8); Influenza A virus (A/equine/Sao_Paulo/8.FMVZ/2015(H3N8); Influenza A virus (A/equine/Sao_Paulo/18.FMVZ/2015(H3N8); Influenza A virus (A/equine/Sao_Paulo/15.FMVZ/2015(H3N8); Influenza A virus (A/equine/Colina/2/2012(H3N8); Influenza A virus (A/Sao Paulo/791/2006(H3N2)	154	0.5
UniRef50_Q8B3M1	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL); UniParc	8	Influenza A virus (A/equi-2/Ludhiana/87(H3N8); Influenza A virus (A/Hong Kong/491/97(H5N1); Influenza A virus (A/Hong Kong/503/97(H5N1); Influenza A virus (A/Hong Kong/507/97(H5N1); Influenza A virus; Influenza A virus (A/turkey/Italy/977/1999(H7N1)	89	0.5
UniRef50_Q8B6P6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	230	Influenza B virus (B/Lusaka/432/99); Influenza B virus (B/Lusaka/270/99); Influenza B virus (B/Denmark/11/2011); Influenza B virus; Influenza B virus (B/India/D092605/2009); Influenza B virus (B/India/C091330/2008); Influenza B virus (B/India/K0954409/2009); Influenza B virus (B/India/P1043704/2010); Influenza B virus (B/India/V117080/2010); Influenza B virus (B/India/V117061/2010)	252	0.5
