Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef90_Q9DRJ8	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2); Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2); Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2); Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2); Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2); Influenza A virus (A/duck/Korea/LPM91/2006(H3N2)	551	0.9
UniRef90_Q9DRK7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2)	454	0.9
UniRef90_Q9DRK8	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2); Influenza A virus (A/pheasant/Hong Kong/SSP11/99(H9N2); Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2); Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2)	454	0.9
UniRef90_Q9DRL8	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2)	434	0.9
UniRef90_Q9DRN4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	26	Influenza A virus (A/Quail/Hong Kong/A17/99(H9N2); Influenza A virus (A/Quail/Hong Kong/SSP10/99(H9N2); Influenza A virus (A/Chicken/Hong Kong/NT16/99(H9N2); Influenza A virus (A/Pigeon/Hong Kong/FY6/99(H9N2); Influenza A virus (A/chicken/Tel Adashim/1321/2003(H9N2); Influenza A virus (A/chicken/Saar/1456/03(H9N2); Influenza A virus (A/turkey/Gyvat Haim Ehud/1544/03(H9N2); Influenza A virus (A/chicken/Gan Shomron/1543/04(H9N2); Influenza A virus (A/chicken/Tel Adashim/1332/03(H9N2); Influenza A virus (A/turkey/Givat Haim/622/02(H9N2)	330	0.9
UniRef90_Q9DUI1	Cluster: M2 protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Ohmuta/T78/1999(H3N2)	42	0.9
UniRef90_Q9DXE3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/shorebird/Taiwan/31/99(H10N7); Influenza A virus (A/shoveler/Egypt/900845/2004(H10N7); Influenza A virus (A/shoveler/Egypt/900600/2004(H10N7); Influenza A virus (A/teal/Egypt/912908/2005(H10N7)	301	0.9
UniRef90_Q9DXZ5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Hong Kong/05/1972)	164	0.9
UniRef90_Q9DXZ7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Denver/1957(H1N1)	71	0.9
UniRef90_Q9DXZ9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Denver/1957(H1N1)	125	0.9
UniRef90_Q9EA24	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	337	Influenza A virus (A/Swine/Minnesota/593/99 (H3N2); Influenza A virus; Influenza A virus (A/Hong Kong/CUHK20213/1997(H3N2); Influenza A virus (A/New York/631/1996(H3N2); Influenza A virus (A/New York/617/1996(H3N2); Influenza A virus (A/Nanchang/933/1995(H3N2); Influenza A virus (A/Shanghai/13/1995(H3N2); Influenza A virus (A/Harbin/15/1995(H3N2); Influenza A virus (A/England/731/1997(H3N2); Influenza A virus (A/KYONGBUK/304/2002(H3N2)	566	0.9
UniRef90_Q9EA42	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus (strain A/Swine/Colorado/1/1977 H3N2); Influenza A virus (A/swine/Guangdong/107/2002(H3N2); Influenza A virus (A/swine/Guangdong/102/2002(H3N2); Influenza A virus (A/swine/HuNan/01/2008(H3N2); Influenza A virus (A/HuNan/01/2014(H3N2); Influenza A virus (A/swine/Guangdong/223/2006(H3N2); Influenza A virus (A/swine/Guangdong/111/2002(H3N2); Influenza A virus (A/swine/Guangdong/113/2002(H3N2); Influenza A virus (A/swine/Guangdong/968/2006(H3N2); Influenza A virus (A/duck/Ontario/05/00 (H3N2)	469	0.9
UniRef90_Q9IBI1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Weiss/1943(H1N1)	469	0.9
UniRef90_Q9ICY3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/1074/1999(H9N2)	467	0.9
UniRef90_Q9ICY5	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	237	Influenza A virus (A/Hong Kong/1073/99(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2593/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2448/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2581/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2582/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2592/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2595/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2587/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2328/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2576/2009(H9N2)	560	0.9
UniRef90_Q9IFF7	Cluster: Hemagglutinin (Fragment)	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	50	Influenza A virus (strain A/Ann Arbor/6/1960 H2N2); Influenza A virus (A/JapanxBellamy/57(H2N1); Influenza A virus (A/Ann Arbor/7/1967(H2N2); Influenza A virus (A/Chile/13/57(H2N2); Influenza A virus (A/Davis/1/57(H2N2); Influenza A virus (A/Chile/6/57 (H2N2); Influenza A virus (A/Montevideo/2208/1967(H2N2); Influenza A virus (A/Taiwan/1/1967(H2N2); Influenza A virus (A/Taiwan/1/1962(H2N2); Influenza A virus (A/England/10/67(H2N2)	339	0.9
UniRef90_Q9IGN8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Teal/Hong Kong/W312/97(H6N1)	450	0.9
UniRef90_Q9IGQ6	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot); UniParc	3	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1); Influenza A virus	469	0.9
UniRef90_Q9IIB7	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	18	Influenza A virus (A/Netherlands/320/93 (H3N2); Influenza A virus (A/Netherlands/316/93 (H3N2); Influenza A virus (A/Netherlands/636/89 (H3N2); Influenza A virus (A/Netherlands/575/89 (H3N2); Influenza A virus (A/Netherlands/625/89 (H3N2); Influenza A virus (A/Netherlands/784e/90 (H3N2); Influenza A virus (A/Netherlands/776e/90 (H3N2); Influenza A virus (A/Netherlands/634/89 (H3N2); Influenza A virus (A/Netherlands/773e/90 (H3N2); Influenza A virus (A/Netherlands/781e/90 (H3N2)	152	0.9
UniRef90_Q9IMP3	Cluster: Polymerase basic protein 2	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	178	Influenza C virus (strain C/Johannesburg/1/1966); Influenza C virus (strain C/JJ/1950); Influenza C virus (strain C/Berlin/1/1985); Influenza C virus (strain C/Ann Arbor/1/1950); Influenza C virus (C/Yamagata/16/2014); Influenza C virus (strain C/Sapporo/1971); Influenza C virus (C/Yamagata/4/92); Influenza C virus (strain C/Mississippi/1980); Influenza C virus (C/Yamagata/14/2004); Influenza C virus (strain C/England/892/1983)	774	0.9
UniRef90_Q9IMP4	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	170	Influenza C virus (strain C/Johannesburg/1/1966); Influenza C virus (strain C/Ann Arbor/1/1950); Influenza C virus (strain C/JJ/1950); Influenza C virus (C/Georgia/1/69); Influenza C virus (strain C/Miyagi/5/1991); Influenza C virus (strain C/Yamagata/1964); Influenza C virus (strain C/Kansas/1/1979); Influenza C virus (strain C/Miyagi/7/1991); Influenza C virus (C/England/83); Influenza C virus (C/Miyagi/7/96)	754	0.9
UniRef90_Q9IMP5	Cluster: Polymerase acidic protein	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	161	Influenza C virus (strain C/Johannesburg/1/1966); Influenza C virus (strain C/Ann Arbor/1/1950); Influenza C virus (strain C/JJ/1950); Influenza C virus (strain C/Aomori/1974); Influenza C virus (strain C/Miyagi/1977); Influenza C virus (strain C/Kanagawa/1/1976); Influenza C virus (C/Miyagi/7/93); Influenza C virus (C/Yamagata/16/2014); Influenza C virus (C/Georgia/1/69); Influenza C virus (strain C/Nara/1982)	709	0.9
UniRef90_Q9IMW3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Florida/2507/89(H5N2); Influenza A virus (A/chicken/Florida/22780-2/88(H5N2)	332	0.9
UniRef90_Q9IMX3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	16	Influenza A virus (A/turkey/Virginia/6962/1983(H5N2); Influenza A virus (A/environment/NY/5626-2/98(H5N2); Influenza A virus (A/environment/NY/5626-1/1998(H5N2); Influenza A virus (A/mallard/Minnesota/6/2000(H5N2); Influenza A virus (A/mallard/OH/345/1988(H5N2); Influenza A virus (A/ruddy turnstone/NJ/1851/2001(H5N7); Influenza A virus (A/mallard/MN/479/2000(H5N3); Influenza A virus (A/mallard/Minnesota/166/2000(H5N2); Influenza A virus (A/mallard/Minnesota/382/2000(H5N3); Influenza A virus (A/ruddy turnstone/NJ/1698/2001(H5N7)	332	0.9
UniRef90_Q9IP54	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/Hong Kong/486/97(H5N1); Influenza A virus (A/environment/Hong Kong/486/1997(H5N1)	450	0.9
UniRef90_Q9IP55	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/485/1997(H5N1)	450	0.9
UniRef90_Q9IP57	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Hong Kong/482/97(H5N1); Influenza A virus (A/Duck/Hong Kong/y283/97 (H5N1); Influenza A virus (A/Goose/Hong Kong/w355/97 (H5N1)	450	0.9
UniRef90_Q9IPJ4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	7	Influenza B virus (B/Osaka/1201/2000); Influenza B virus (B/Taiwan/97271/2001); Influenza B virus (B/Ningbo/14/2003); Influenza B virus (B/Vietnam/HS1714154/2014); Influenza B virus (B/Guangdong/SZ284/1995); Influenza B virus (B/Guangdong/SZ265/1995)	354	0.9
UniRef90_Q9IW64	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Beijing/1/1987)	465	0.9
UniRef90_Q9J496	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/ck/Korea/a196219/96)	123	0.9
UniRef90_Q9JFV7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	5	Influenza A virus (A/Yamagishi/55(H1N1); Influenza A virus (A/Meguro/1/1956(H1N1); Influenza A virus (A/Taiwan/13/1954(H1N1); Influenza A virus (A/Saga/2/1957(H1N1); Influenza A virus (A/Denver/1957(H1N1)	344	0.9
UniRef90_Q9JFV9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Kojiya/1/1952(H1N1); Influenza A virus (A/Rhodes/47(H1N1); Influenza A virus (A/TF/15/1951(H1N1); Influenza A virus (A/Tokyo/1/51(H1N1)	344	0.9
UniRef90_Q9PZM5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Duck/Hong Kong/p46/97 (H5N1)	435	0.9
UniRef90_Q9PZM7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Hong Kong/915/97(H5N1)	435	0.9
UniRef90_Q9PZM9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Chicken/Hong Kong/728/97 (H5N1)	435	0.9
UniRef90_Q9Q0J6	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Swine/North Carolina/35922/98 (H3N2)	83	0.9
UniRef90_Q9Q1Z4	Cluster: Non-structural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza C virus (strain C/Pig/Beijing/115/1981); Influenza C virus (C/Nara/1/85); Influenza C virus (C/Miyagi/3/91)	113	0.9
UniRef90_Q9QLL6	Cluster: Polymerase basic protein 2	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	7276	Influenza B virus (strain B/Lee/1940); Influenza B virus (strain B/Ann Arbor/1/1966 [wild-type]); Influenza B virus (strain B/Ann Arbor/1/1966 [cold-adapted]); Influenza B virus (strain B/Panama/45/1990); Influenza B virus (B/Brisbane/40/2008); Influenza B virus (B/Sydney/13/2005); Influenza B virus; Influenza B virus (B/Colorado/29/2017); Influenza B virus (B/Auckland/126/2005); Influenza B virus (B/New Jersey/25/2016)	770	0.9
UniRef90_Q9QLM7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/turkey/Ramon/73 (H5N2)	342	0.9
UniRef90_Q9QMR0	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus	281	0.9
UniRef90_Q9W7Y7	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	1345	Influenza A virus (strain A/Hong Kong/156/1997 H5N1 genotype Gs/Gd); Influenza A virus (strain A/Chicken/Hong Kong/220/1997 H5N1 genotypeGs/Gd); Influenza A virus (A/swine/Cotes d'Armor/60293/2001(H1N1); Influenza A virus (A/ruddy turnstone/Delaware Bay/61/2015(H1N1); Influenza A virus; Influenza A virus (A/spot-billed duck/Alberta/264/2016(H1N1); Influenza A virus (A/American green-winged teal/Wisconsin/2743/2009(H1N1); Influenza A virus (A/shorebird/Delaware/554/2007(H9N1); Influenza A virus (A/ruddy turnstone/New Jersey/AI07-699/2007(H5N1); Influenza A virus (A/mallard/Maryland/08OS1344/2008(H1N1)	450	0.9
UniRef90_Q9W9M2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Memphis/5/93)	465	0.9
UniRef90_Q9W9M7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (strain B/Memphis/12/1997); Influenza B virus (B/Memphis/10/97)	447	0.9
UniRef90_Q9WCD8	Cluster: Hemagglutinin	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	42	Influenza A virus (strain A/Swine/Wisconsin/1/1961 H1N1); Influenza A virus (A/swine/Mie/R02/2012(H1N2); Influenza A virus (A/swine/Tochigi/1/2008(H1N2); Influenza A virus (A/swine/Korea/GBCG01/2010(H1N1); Influenza A virus (A/swine/Okinawa/1/2005(H1N1); Influenza A virus (A/swine/Okinawa/2/2005(H1N1); Influenza A virus (A/swine/Chiba/14/2012(H1N2); Influenza A virus (A/swine/Saitama/21/2004(H1N2); Influenza A virus (A/swine/Oklahoma/SG1500/2010(H1N1); Influenza A virus (A/swine/Thailand/CB069/2010(H1N1)	566	0.9
UniRef90_Q9WDD6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/482/97(H5N1)	450	0.9
UniRef90_Q9WDD7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/488/97(H5N1)	450	0.9
UniRef90_Q9WDD8	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/486/97(H5N1)	450	0.9
UniRef90_Q9WDD9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/507/97(H5N1)	450	0.9
UniRef90_Q9WDE0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/516/97(H5N1)	450	0.9
UniRef90_Q9WDE1	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/HongKong/97/98(H5N1)	450	0.9
UniRef90_Q9WDE2	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/538/97(H5N1)	450	0.9
UniRef90_Q9WDE4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/485/1997(H5N1)	450	0.9
UniRef90_Q9WDE5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/491/97(H5N1)	450	0.9
UniRef90_Q9WDE6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/503/97(H5N1)	450	0.9
UniRef90_Q9WDE7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/532/1997(H5N1)	450	0.9
UniRef90_Q9WDE8	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/483/1997(H5N1)	450	0.9
UniRef90_Q9WDE9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/514/97(H5N1)	450	0.9
UniRef90_Q9WDF0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Hong Kong/542/97(H5N1)	450	0.9
UniRef90_Q9WFX3	Cluster: Hemagglutinin	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	47	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1); Influenza A virus (strain A/Swine/Iowa/15/1930 H1N1); Influenza A virus (strain A/Henry/1936 H1N1); Influenza A virus (A/Washington DC/1/1918(H1N1); Influenza A virus (A/New York/2/1918(H1N1); Influenza A virus (A/AFIP/1/1918(H1N1); Influenza A virus (A/Virginia/2/1918(H1N1); Influenza A virus (A/swine/London/Scholtissek lab(H1N1); Influenza A virus (A/NWS/G70C(H1N9); Influenza A virus	566	0.9
UniRef90_Q9WFX4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	20	Influenza A virus (A/New_York/1/18(H1N1); Influenza A virus (A/South Carolina/2/1918(H1N1); Influenza A virus (A/Iowa/2/1918(H1N1); Influenza A virus (A/Iowa/1/1918(H1N1); Influenza A virus (A/New York/3a/1918(H1N1); Influenza A virus (strain A/Swine/Iowa/15/1930 H1N1); Influenza A virus (strain A/Swine/Iowa/1976/1931 H1N1); Influenza A virus (strain A/Swine/29/1937 H1N1); Influenza A virus; Influenza A virus (A/Brevig Mission/1/1918(H1N1)	406	0.9
UniRef90_Q9WPI6	Cluster: Nonstructural protein NS1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Texas/36/1991(H1N1)	55	0.9
UniRef90_Q9WPI8	Cluster: Nonstructural protein NS1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Texas/36/1991(H1N1)	55	0.9
UniRef90_Q9WPM9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nanchang/5/97)	466	0.9
UniRef90_Q9WPN1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nanchang/6/96)	466	0.9
UniRef90_Q9WPN3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nanchang/8/95)	466	0.9
UniRef90_Q9WPN5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nanchang/480/94)	466	0.9
UniRef90_Q9WPN7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nanchang/26/93)	466	0.9
UniRef90_Q9WPP9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Memphis/20/1996)	465	0.9
UniRef90_Q9WPQ4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Memphis/3/93)	464	0.9
UniRef90_Q9WPQ7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Nashville/48/91)	465	0.9
UniRef90_Q9WPQ9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (strain B/Panama/45/1990)	466	0.9
UniRef90_Q9WPS1	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	58	Influenza B virus (B/Memphis/20/1996); Influenza B virus (B/Quebec/46/2014); Influenza B virus (B/Quebec/38/2014); Influenza B virus (B/New York/3032/2012); Influenza B virus (B/Ohio/3036/2012); Influenza B virus (B/Washington/3035/2012); Influenza B virus (B/Seoul/12/88); Influenza B virus (B/Gyeonggi/82/2010); Influenza B virus (B/Seoul/31/97); Influenza B virus (B/Seoul/28/97)	458	0.9
UniRef90_Q9WQW0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	17	Influenza A virus (A/shorebird/Delaware Bay/111/1997(H2N1); Influenza A virus (A/ruddy turnstone/Delaware/34/1993(H2N1); Influenza A virus (A/ruddy turnstone/Delaware Bay/81/1993(H2N1); Influenza A virus (A/shorebird/Delaware Bay/24/1998(H2N1); Influenza A virus (A/JapanxBellamy/57(H2N1); Influenza A virus (A/duck/Hokkaido/107/01(H2N3); Influenza A virus (A/duck/Hokkaido/17/2001(H2N3); Influenza A virus (A/duck/Hokkaido/86/01(H2N3); Influenza A virus (A/duck/Hokkaido/95/01(H2N2); Influenza A virus (A/Anous tenuirostris/Reunion/104C/2013(H2)	381	0.9
UniRef90_Q9WQW5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	12	Influenza A virus (A/black duck/New Jersey/1580/1978(H2N3); Influenza A virus (A/Pintail duck/Alberta/293/77 (H2N3); Influenza A virus (A/chicken/New York/13828-3/1995(H2N2); Influenza A virus (A/mallard/New York/66861/1978(H2N3); Influenza A virus (A/pintail duck/Alberta/211/1980(H2N3); Influenza A virus (A/guinea fowl/New York/20221-11/1995(H2N2); Influenza A virus; Influenza A virus (A/swine/Missouri/2124514/2006(H2N3); Influenza A virus (A/Japan/305/1957(H2N2)	381	0.9
UniRef90_Q9YPE7	Cluster: Non-structural protein 1	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (strain A/Whale/Maine/328/1984 H13N2); Influenza A virus (A/herring gull/New Jersey/413/1989(H6N3); Influenza A virus (A/swan/Maryland/206/1986(H2N7); Influenza A virus; Influenza A virus (A/pigeon/Pakistan/25A/2015(H9N2); Influenza A virus (A/canine/NY/dog9c02/2008(H3N8); Influenza A virus (A/quail/Aichi/4/2009(H7N6)	230	0.9
UniRef90_Q9YQQ6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/England/939/1969(H3N2)	469	0.9
UniRef90_Q9YT89	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Sydney/05/97-like(H3N2); Influenza A virus (A/Sendai-H/590/2007(H3N2); Influenza A virus (A/Berlin/43/02(H3N2)	327	0.9
UniRef90_Q9YWD3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	90	Influenza B virus; Influenza B virus (B/Chongqing Yuzhong/1260/2010); Influenza B virus (B/Incheon/1302/2008); Influenza B virus (B/Daejeon/358/2008); Influenza B virus (B/Hubei Qiaokou/114/2008); Influenza B virus (B/Shanghai/1/77); Influenza B virus (B/Wisconsin/15e/2005); Influenza B virus (B/Saga/S172/99); Influenza B virus (B/Goroka/1/2007); Influenza B virus (B/Yamagata/K520/2001)	346	0.9
UniRef90_R4HCE2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Vietnam/26-1/2009(H5N1)	168	0.9
UniRef90_R4I432	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Boston/DOA83/2011(H3N2)	645	0.9
UniRef90_R4IXK4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Korea/CY03-15/2012(H3N2)	469	0.9
UniRef90_R4KLX9	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/common murre/Newfoundland/HM530/2011(H1N2); Influenza A virus (A/herring gull/Newfoundland/GR656/2011(H13N6); Influenza A virus (A/swine/North Carolina/SG1171/2003(N2)	217	0.9
UniRef90_R4KMY8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	26	Influenza A virus (A/common murre/Newfoundland/AB318/2011(H1N2); Influenza A virus (A/Viet Nam/001-1711/2009(H1); Influenza A virus (A/duck/Bangladesh/18-C/2013(H1N5); Influenza A virus (A/Mallard/Norway/10_1671/2007(H1N1); Influenza A virus; Influenza A virus (A/common murre/Newfoundland/AB341/2011(H1N2); Influenza A virus (A/common murre/Newfoundland/AB332/2011(H1N2); Influenza A virus (A/domestic duck/Newfoundland/MW668/2010(H1N1); Influenza A virus (A/common murre/Newfoundland/AB351/2011(H1N2); Influenza A virus (A/common murre/Newfoundland/AB331/2011(H1N2)	206	0.9
UniRef90_R4KNB4	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/common murre/Newfoundland/HM524/2011(H1N2); Influenza A virus (A/mallard/Newfoundland/GR475/2011(H2N2)	190	0.9
UniRef90_R4KPT9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Hawaii/03/2012); Influenza B virus (B/Hawaii/02/2012); Influenza B virus (B/Hawaii/05/2012)	466	0.9
UniRef90_R4KQV4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Virginia/01/2012)	466	0.9
UniRef90_R4KQX0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Oregon/01/2012)	466	0.9
UniRef90_R4KQX8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Washington/10/2011)	466	0.9
